Material_ID,Material_Name,Material_Class,Base_Fiber,Coating_Type,Weave_Pattern,Test_Environment,Areal_Density_gm2,Thickness_mm,Outgassing_TML_percent,Outgassing_CVCM_percent,Flammability_Rating,Thermal_Conductivity_Through_WmK,Thermal_Conductivity_InPlane_WmK,Tensile_Strength_MPa,Tensile_Modulus_GPa,Bulk_Density_kgm3,Max_Service_Temp_C,k_-100C_WmK,k_0C_WmK,k_23C_WmK,k_150C_WmK,k_200C_WmK,Notes,Data_Source
FAB-PP-PL-500,PP fabric,Textile,PP,,Plain,Air,375.0,0.5,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-PL-1000,PP fabric,Textile,PP,,Plain,Air,750.0,1.0,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-TW-200,PP fabric,Textile,PP,,Twill,Air,180.0,0.2,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-TW-500,PP fabric,Textile,PP,,Twill,Air,450.0,0.5,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-TW-1000,PP fabric,Textile,PP,,Twill,Air,900.0,1.0,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-SA-200,PP fabric,Textile,PP,,Satin,Air,200.0,0.2,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-SA-500,PP fabric,Textile,PP,,Satin,Air,500.0,0.5,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-SA-1000,PP fabric,Textile,PP,,Satin,Air,1000.0,1.0,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-BA-200,PP fabric,Textile,PP,,Basket,Air,220.0,0.2,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-BA-500,PP fabric,Textile,PP,,Basket,Air,550.0,0.5,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-BA-1000,PP fabric,Textile,PP,,Basket,Air,1100.0,1.0,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-RI-200,PP fabric,Textile,PP,,Ripstop,Air,160.0,0.2,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-RI-500,PP fabric,Textile,PP,,Ripstop,Air,400.0,0.5,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PP-RI-1000,PP fabric,Textile,PP,,Ripstop,Air,800.0,1.0,,,Fail,0.28,,,,910,,,,0.28,,,Representative values; verify per supplier grade.,PP refs
FAB-PBT-PL-200,PBT fabric,Textile,PBT,,Plain,Air,150.0,0.2,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-PL-500,PBT fabric,Textile,PBT,,Plain,Air,375.0,0.5,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-PL-1000,PBT fabric,Textile,PBT,,Plain,Air,750.0,1.0,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-TW-200,PBT fabric,Textile,PBT,,Twill,Air,180.0,0.2,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-TW-500,PBT fabric,Textile,PBT,,Twill,Air,450.0,0.5,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-TW-1000,PBT fabric,Textile,PBT,,Twill,Air,900.0,1.0,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-SA-200,PBT fabric,Textile,PBT,,Satin,Air,200.0,0.2,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-SA-500,PBT fabric,Textile,PBT,,Satin,Air,500.0,0.5,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-SA-1000,PBT fabric,Textile,PBT,,Satin,Air,1000.0,1.0,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-BA-200,PBT fabric,Textile,PBT,,Basket,Air,220.0,0.2,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-BA-500,PBT fabric,Textile,PBT,,Basket,Air,550.0,0.5,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-BA-1000,PBT fabric,Textile,PBT,,Basket,Air,1100.0,1.0,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-RI-200,PBT fabric,Textile,PBT,,Ripstop,Air,160.0,0.2,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-RI-500,PBT fabric,Textile,PBT,,Ripstop,Air,400.0,0.5,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PBT-RI-1000,PBT fabric,Textile,PBT,,Ripstop,Air,800.0,1.0,,,Fail,0.25,,,,1300,,,,0.25,,,Representative values; verify per supplier grade.,PBT refs
FAB-PEN-PL-200,PEN fabric,Textile,PEN,,Plain,Air,150.0,0.2,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-PL-500,PEN fabric,Textile,PEN,,Plain,Air,375.0,0.5,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-PL-1000,PEN fabric,Textile,PEN,,Plain,Air,750.0,1.0,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-TW-200,PEN fabric,Textile,PEN,,Twill,Air,180.0,0.2,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-TW-500,PEN fabric,Textile,PEN,,Twill,Air,450.0,0.5,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-TW-1000,PEN fabric,Textile,PEN,,Twill,Air,900.0,1.0,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-SA-200,PEN fabric,Textile,PEN,,Satin,Air,200.0,0.2,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-SA-500,PEN fabric,Textile,PEN,,Satin,Air,500.0,0.5,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-SA-1000,PEN fabric,Textile,PEN,,Satin,Air,1000.0,1.0,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-BA-200,PEN fabric,Textile,PEN,,Basket,Air,220.0,0.2,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-BA-500,PEN fabric,Textile,PEN,,Basket,Air,550.0,0.5,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-BA-1000,PEN fabric,Textile,PEN,,Basket,Air,1100.0,1.0,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-RI-200,PEN fabric,Textile,PEN,,Ripstop,Air,160.0,0.2,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-RI-500,PEN fabric,Textile,PEN,,Ripstop,Air,400.0,0.5,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
FAB-PEN-RI-1000,PEN fabric,Textile,PEN,,Ripstop,Air,800.0,1.0,,,Pass,0.22,,,,1360,,,,0.22,,,Representative values; verify per supplier grade.,Teonex/PEN
HP-KEVLAR_29-PL-50,Kevlar 29 fabric,Textile,Kevlar 29,,Plain,Air,150.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PL-100,Kevlar 29 fabric,Textile,Kevlar 29,,Plain,Air,150.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PL-200,Kevlar 29 fabric,Textile,Kevlar 29,,Plain,Air,150.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PL-500,Kevlar 29 fabric,Textile,Kevlar 29,,Plain,Air,150.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-TW-50,Kevlar 29 fabric,Textile,Kevlar 29,,Twill,Air,180.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-TW-100,Kevlar 29 fabric,Textile,Kevlar 29,,Twill,Air,180.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-TW-200,Kevlar 29 fabric,Textile,Kevlar 29,,Twill,Air,180.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-TW-500,Kevlar 29 fabric,Textile,Kevlar 29,,Twill,Air,180.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-RI-50,Kevlar 29 fabric,Textile,Kevlar 29,,Ripstop,Air,160.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-RI-100,Kevlar 29 fabric,Textile,Kevlar 29,,Ripstop,Air,160.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-RI-200,Kevlar 29 fabric,Textile,Kevlar 29,,Ripstop,Air,160.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-RI-500,Kevlar 29 fabric,Textile,Kevlar 29,,Ripstop,Air,160.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-UD-50,Kevlar 29 fabric,Textile,Kevlar 29,,UD,Air,120.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-UD-100,Kevlar 29 fabric,Textile,Kevlar 29,,UD,Air,120.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-UD-200,Kevlar 29 fabric,Textile,Kevlar 29,,UD,Air,120.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-UD-500,Kevlar 29 fabric,Textile,Kevlar 29,,UD,Air,120.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-NO-50,Kevlar 29 fabric,Textile,Kevlar 29,,Nonwoven,Air,100.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-NO-100,Kevlar 29 fabric,Textile,Kevlar 29,,Nonwoven,Air,100.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-NO-200,Kevlar 29 fabric,Textile,Kevlar 29,,Nonwoven,Air,100.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-NO-500,Kevlar 29 fabric,Textile,Kevlar 29,,Nonwoven,Air,100.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PA-50,Kevlar 29 fabric,Textile,Kevlar 29,,Paper,Air,80.0,0.05,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PA-100,Kevlar 29 fabric,Textile,Kevlar 29,,Paper,Air,80.0,0.1,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PA-200,Kevlar 29 fabric,Textile,Kevlar 29,,Paper,Air,80.0,0.2,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_29-PA-500,Kevlar 29 fabric,Textile,Kevlar 29,,Paper,Air,80.0,0.5,,,Pass,0.0812,,3000,70,1440,,,,0.0812,,,Representative values; verify per supplier grade.,NIST; DuPont
HP-KEVLAR_49-PL-50,Kevlar 49 fabric,Textile,Kevlar 49,,Plain,Air,150.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PL-100,Kevlar 49 fabric,Textile,Kevlar 49,,Plain,Air,150.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PL-200,Kevlar 49 fabric,Textile,Kevlar 49,,Plain,Air,150.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PL-500,Kevlar 49 fabric,Textile,Kevlar 49,,Plain,Air,150.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-TW-50,Kevlar 49 fabric,Textile,Kevlar 49,,Twill,Air,180.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-TW-100,Kevlar 49 fabric,Textile,Kevlar 49,,Twill,Air,180.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-TW-200,Kevlar 49 fabric,Textile,Kevlar 49,,Twill,Air,180.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-TW-500,Kevlar 49 fabric,Textile,Kevlar 49,,Twill,Air,180.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-RI-50,Kevlar 49 fabric,Textile,Kevlar 49,,Ripstop,Air,160.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-RI-100,Kevlar 49 fabric,Textile,Kevlar 49,,Ripstop,Air,160.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-RI-200,Kevlar 49 fabric,Textile,Kevlar 49,,Ripstop,Air,160.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-RI-500,Kevlar 49 fabric,Textile,Kevlar 49,,Ripstop,Air,160.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-UD-50,Kevlar 49 fabric,Textile,Kevlar 49,,UD,Air,120.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-UD-100,Kevlar 49 fabric,Textile,Kevlar 49,,UD,Air,120.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-UD-200,Kevlar 49 fabric,Textile,Kevlar 49,,UD,Air,120.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-UD-500,Kevlar 49 fabric,Textile,Kevlar 49,,UD,Air,120.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-NO-50,Kevlar 49 fabric,Textile,Kevlar 49,,Nonwoven,Air,100.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-NO-100,Kevlar 49 fabric,Textile,Kevlar 49,,Nonwoven,Air,100.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-NO-200,Kevlar 49 fabric,Textile,Kevlar 49,,Nonwoven,Air,100.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-NO-500,Kevlar 49 fabric,Textile,Kevlar 49,,Nonwoven,Air,100.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PA-50,Kevlar 49 fabric,Textile,Kevlar 49,,Paper,Air,80.0,0.05,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PA-100,Kevlar 49 fabric,Textile,Kevlar 49,,Paper,Air,80.0,0.1,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PA-200,Kevlar 49 fabric,Textile,Kevlar 49,,Paper,Air,80.0,0.2,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-KEVLAR_49-PA-500,Kevlar 49 fabric,Textile,Kevlar 49,,Paper,Air,80.0,0.5,,,Pass,0.04,,3000,112,1440,,,,0.04,,,Representative values; verify per supplier grade.,DuPont
HP-TWARON-PL-50,Twaron fabric,Textile,Twaron,,Plain,Air,150.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PL-100,Twaron fabric,Textile,Twaron,,Plain,Air,150.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PL-200,Twaron fabric,Textile,Twaron,,Plain,Air,150.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PL-500,Twaron fabric,Textile,Twaron,,Plain,Air,150.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-TW-50,Twaron fabric,Textile,Twaron,,Twill,Air,180.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-TW-100,Twaron fabric,Textile,Twaron,,Twill,Air,180.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-TW-200,Twaron fabric,Textile,Twaron,,Twill,Air,180.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-TW-500,Twaron fabric,Textile,Twaron,,Twill,Air,180.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-RI-50,Twaron fabric,Textile,Twaron,,Ripstop,Air,160.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-RI-100,Twaron fabric,Textile,Twaron,,Ripstop,Air,160.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-RI-200,Twaron fabric,Textile,Twaron,,Ripstop,Air,160.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-RI-500,Twaron fabric,Textile,Twaron,,Ripstop,Air,160.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-UD-50,Twaron fabric,Textile,Twaron,,UD,Air,120.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-UD-100,Twaron fabric,Textile,Twaron,,UD,Air,120.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-UD-200,Twaron fabric,Textile,Twaron,,UD,Air,120.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-UD-500,Twaron fabric,Textile,Twaron,,UD,Air,120.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-NO-50,Twaron fabric,Textile,Twaron,,Nonwoven,Air,100.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-NO-100,Twaron fabric,Textile,Twaron,,Nonwoven,Air,100.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-NO-200,Twaron fabric,Textile,Twaron,,Nonwoven,Air,100.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-NO-500,Twaron fabric,Textile,Twaron,,Nonwoven,Air,100.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PA-50,Twaron fabric,Textile,Twaron,,Paper,Air,80.0,0.05,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PA-100,Twaron fabric,Textile,Twaron,,Paper,Air,80.0,0.1,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PA-200,Twaron fabric,Textile,Twaron,,Paper,Air,80.0,0.2,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TWARON-PA-500,Twaron fabric,Textile,Twaron,,Paper,Air,80.0,0.5,,,Pass,0.04,,2800,110,1440,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PL-50,Technora fabric,Textile,Technora,,Plain,Air,150.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PL-100,Technora fabric,Textile,Technora,,Plain,Air,150.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PL-200,Technora fabric,Textile,Technora,,Plain,Air,150.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PL-500,Technora fabric,Textile,Technora,,Plain,Air,150.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-TW-50,Technora fabric,Textile,Technora,,Twill,Air,180.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-TW-100,Technora fabric,Textile,Technora,,Twill,Air,180.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-TW-200,Technora fabric,Textile,Technora,,Twill,Air,180.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-TW-500,Technora fabric,Textile,Technora,,Twill,Air,180.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-RI-50,Technora fabric,Textile,Technora,,Ripstop,Air,160.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-RI-100,Technora fabric,Textile,Technora,,Ripstop,Air,160.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-RI-200,Technora fabric,Textile,Technora,,Ripstop,Air,160.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-RI-500,Technora fabric,Textile,Technora,,Ripstop,Air,160.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-UD-50,Technora fabric,Textile,Technora,,UD,Air,120.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-UD-100,Technora fabric,Textile,Technora,,UD,Air,120.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-UD-200,Technora fabric,Textile,Technora,,UD,Air,120.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-UD-500,Technora fabric,Textile,Technora,,UD,Air,120.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-NO-50,Technora fabric,Textile,Technora,,Nonwoven,Air,100.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-NO-100,Technora fabric,Textile,Technora,,Nonwoven,Air,100.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-NO-200,Technora fabric,Textile,Technora,,Nonwoven,Air,100.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-NO-500,Technora fabric,Textile,Technora,,Nonwoven,Air,100.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PA-50,Technora fabric,Textile,Technora,,Paper,Air,80.0,0.05,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PA-100,Technora fabric,Textile,Technora,,Paper,Air,80.0,0.1,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PA-200,Technora fabric,Textile,Technora,,Paper,Air,80.0,0.2,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
HP-TECHNORA-PA-500,Technora fabric,Textile,Technora,,Paper,Air,80.0,0.5,,,Pass,0.04,,3000,70,1390,,,,0.04,,,Representative values; verify per supplier grade.,Teijin
